id_inventaris,jenis_inventaris,Nama,no_registrasi,tahun_perolehan,nilai_aset,luas,status,alamat,kelurahan_id,kecamatan_id,kondisi,jenis_bangunan,jenis_konstruksi,skpd_id,master_barang_id,kode_gedung
1554W,C,Pembangunan tembok pembatas GOR Sasana Kridha,1,2013,14000000,28,PEMDA,"Bendogerit, Sananwetan, Blitar City, East Java 66133",15,1,B,TTK,BTN,911,1001,W
1356X,C,GOR MINARNI BONROJO,1,1990,744640000,992.29,PEMDA,"Bendogerit, Sananwetan, Blitar City, East Java 66133",15,1,B,TTK,BTN,911,1016,X
1854Y,C,RESAPAN AIR,8,2014,4128000,198.6,PEMDA,"Bendogerit, Sananwetan, Blitar City, East Java 66133",15,1,B,BTK,BTN,911,1001,Y
1854Z,C,KIOS KAWASAN KEBON ROJO,8,2011,37022000,349.6,PEMDA,"Bendogerit, Sananwetan, Blitar City, East Java 66133",15,1,B,TTK,BTN,911,1001,Z
1356AA,C,GOR MINARNI BONROJO,1,1990,744640000,1632.15,PEMDA,"Bendogerit, Sananwetan, Blitar City, East Java 66133",15,1,B,TTK,BTN,911,1016,AA
1481AB,C,GEDUNG KANTOR JL SUMATRA,2,1990,56000000,327.51,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,911,1003,AB
1481AC,C,Gedung Kantor Deperindagda,2,1990,52596750,501.9,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,BTK,BBTN,911,1003,AC
1254AD,C,Taman,1,2009,10841000,12.42,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,911,1009,AD
1356AE,C,"Nilai perolehan AE Sebagian bergabung dengan anggaran renovasi induk AB +5,800,000",1,2009,62117350,89.065,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BBTN,911,1016,AE
2515AF,C,"perencanaan, pengawasan gedung tempat ibadah/mushola pramuka",2,2019,220280450,307.95,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,911,1014,AF
2515AG,C,Ruang Arsip/R. Pertemuan Jl. AKS Tubun 38 A,2,1990,89200000,52.8,PEMDA,"Jl. Sumatra No.60, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,911,1014,AG
2515AH,C,Pengaspalan Halaman Kantor Walikota dan Parkir Stadion,2,2014,555485300,1284.79,PEMDA,"Jl. Merdeka No.105, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BBTN,911,1014,AH
2099AI,C,MONUMEN PATUNG SUPRIJADI,1,2016,54700000,3.24,PEMDA,"Jl. Kelud No.125, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,911,1021,AI
1742AJ,C,LAMPU STADION SOEPRIJADI,3,2012,6143418000,8.04,PEMDA,"Jl. Kelud No.125, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BTN,911,1019,AJ
1742AK,C,Pembangunan Tribun Stadion Supriyadi SEBELAH SELATAN,3,2018,1842646800,604,PEMDA,"Jl. Kelud No.125, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BTN,911,1019,AK
1742AL,C,"Pembangunan tribun sebelah utara Stadion Supriadi, Perencanaan 17. 374.500 Pengawasan Rp. 49.771.700",3,2018,2223588200,840,PEMDA,"Jl. Kelud No.125, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BTN,911,1019,AL
1964A,C,Kantor BLH,9,2015,3392462000,950.75,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1003,A
2173B,C,Pembangunan kolam koi di Kantor Dinas Lingkungan Hidup TA 2017,28,2017,19800000,26.22,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,B
2264C,C,"perencanaan, pembangunan mushola DLH,pengawasan",1,2018,176348000,78.05,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1048,C
1797D,C,Pembangunan Gudang Garasi,1,2013,96000000,101.05,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1049,D
1905E,C,Gedung BLH Gedog,7,2015,44880000,59.3,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1003,E
1905F,C,Bangunan Gudang Garasi di Gedog,7,2014,1502738000,932.28,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BBTN,841,1003,F
2083G,C,Pagar Aloon-Aloon,15,2016,212489500,151.2,PEMDA,"Jl. Merdeka No.105, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BBTN,841,1001,G
2165H,C,Penataan pagar aloon-aloon sebelah selatan Ta 2017,23,2017,19785800,1311.72,PEMDA,"Jl. Merdeka No.105, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BBTN,841,1001,H
2489I,C,Perencanaan pembuatan jogging track dan pagar di aloon-aloon tahun anggaran 2019,45,2007,72017000,1185.9,PEMDA,"Jl. Merdeka No.105, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BBTN,841,1001,I
2550J,C,"Perencanaan,pengawasan,pembangunan pagar pohon beringin di aloon-aloon",49,2019,198676696,49.6,PEMDA,"Jl. Merdeka No.105, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BBTN,841,1001,J
2229K,C,"Tamat Pecut (Jl. Merdeka) reklas dari KDP th 2016 (4.698.248.000,-)   3,841,709,000.00 ( th 2017 )",29,2017,8550176500,2281.15,PEMDA,"Jl. Merdeka, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BTN,841,1001,K
1812L,C,Sumur Bor di Kebonrojo,5,2013,73800000,9.02,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1001,L
1977M,C,Komposter Buah di Kebonrojo,8,2015,198024000,19.4,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1001,M
1848N,C,Wahana Outbond di Kebonrojo,1,2014,186500000,13.69,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1047,N
2139O,C,"Perencanaan, pembangunan pagar kebonrojo,pengawasan pembangunan/penataan pagar sebelah selatan kebonrojo TA 2017",19,2017,499579000,152.6,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1001,O
2492P,C,"Perencanaan, UM penataan taman, pot bunga, tempat duduk dan papan nama di kebonrojo tahun anggaran 2019",47,2019,218253482,342.6,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1001,P
1807Q,C,"Track, Gazebo",1,2013,62790000,57.27,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1018,Q
1257R,C,Pos Jaga di Kebonrojo,2,2006,11017000,57.27,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1030,R
1638S,C,Kandang Satwa di Kebonrojo,1,2011,9391000,279,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1032,S
1638T,C,Pembangunan Kandang Burung,1,2013,578050000,318.5,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1032,T
1638U,C,"Rehab Kandang Hewan Termyn I dan II, 100%",1,2014,128000000,259.57,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1032,U
1638V,C,"Perencanaan,pembangunan,pengawasan rehab kebonrojo 2016 pengecatan kandang rusa, tembok pagar dalam, pagar joging track",1,2016,117170000,255.5,PEMDA,"Jl. Diponegoro No.12, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BBTN,841,1032,V
1960W,C,Pembuatan Pagar Taman Sentul,6,2015,200558000,173.2,PEMDA,"Blitar, Sentul, Kepanjenkidul, Blitar City, East Java 66113",13,2,B,TTK,BTN,841,1001,W
2066X,C,Taman Sentul,13,2015,198558000,6510.97,PEMDA,"Blitar, Sentul, Kepanjenkidul, Blitar City, East Java 66113",13,2,B,TTK,BBTN,841,1001,X
2487Y,C,Pembangunan taman eks. kantor kelurahan bendo tahun 2019   Reklas Dr Kdp Perencanaan 2017 Dan Atribusi 2018,43,2019,290831505,104.88,PEMDA,"Jl. Ciliwung No.100, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BBTN,841,1001,Y
1989Z,C,Patung Herlingga,10,2015,2038064000,268.25,PEMDA,"Jl. Imam Bonjol, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,Z
2551AA,C,"Perencanaan,pengawasan,pembangunan taman di bawah jembatan merah putih TA 2019",50,2019,201883178,767,PEMDA,"Jl. Imam Bonjol, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,AA
1988AB,C,Mainan Anak Taman Jaten,9,2015,198700000,728,PEMDA,"Bendogerit, Sananwetan, Kota Blitar, Jawa Timur",15,1,B,TTK,BBTN,841,1001,AB
1988AC,C,"perencanaan, pembangunan gasebo dan prasarana taman jaten TA 2018, pengawasan",9,2018,170802000,71.5,PEMDA,"Bendogerit, Sananwetan, Kota Blitar, Jawa Timur",15,1,B,TTK,BBTN,841,1001,AC
2135AD,C,"Perencanaan, pembangunan pagar taman jaten kel. bendogerit, pengawasan",16,2017,200859300,380.3,PEMDA,"Bendogerit, Sananwetan, Kota Blitar, Jawa Timur",15,1,B,TTK,BBTN,841,1001,AD
1270AE,C,Monumen Bung Karno,3,2008,90000000,100,PEMDA,"Jl. Diponegoro No.14, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,841,1042,AE
1270AF,C,Pembuatan Taman Persimpangan Jl.Tanjung-Cepaka-Mawar,3,2011,106207000,162.85,PEMDA,"Jl. Mawar, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BBTN,841,1042,AF
1272AG,C,Monumen Wahana Tata Nugraha,5,2008,90000000,83.28,PEMDA,"Jl. Raya Talun No.2, Bendogerit, Kec. Sananwetan, Kota Blitar, Jawa Timur 66133",15,1,B,TTK,BTN,841,1042,AG
1862AH,C,Monumen Koi,2,2008,180000000,311.23,PEMDA,"Jl. Ciliwung, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,841,1018,AH
1862AI,C,Mainan Anak di Lapangan Bendo,2,2014,130550000,298.8,PEMDA,"Bendo, Kepanjenkidul, Kota Blitar, Jawa Timur ",8,2,B,TTK,BBTN,841,1018,AI
1255AJ,C,Bangunan IPLT,1,1999,10440000,102.85,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1010,AJ
1255AK,C,Gedung IPLT (Rumah Genset),1,1999,8400000,45.14,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1010,AK
1265AL,C,"Komposter di IPLT, TPA",1,2007,95005000,213.53,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1003,AL
2486AM,C,Pembangunan taman eks pasar pahing (reklas kdp perencanaan th 2017 dan atribusi tahun 2018),42,2019,497138574,1215.68,PEMDA,"Jl. Raya Kediri - Blitar No.194, Pakunden, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",3,3,B,TTK,BBTN,841,1001,AM
1751AN,C,Ruang Rokok di IPLT,3,2012,102442750,48,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1003,AN
1751AO,C,Bangunan Pagar Tembok dan Kawat Berduri IPLT Blitar,3,2014,182850000,94.5,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BBTN,841,1003,AO
1985AP,C,Pos Jaga IPLT,1,2015,186000000,32.4,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1015,AP
1984AQ,C,Jalan Masuk IPLT,2,2015,80000000,502.76,PEMDA,"Jl. Segaran Wagir, Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1008,AQ
2488AR,C,Pembangunan taman eks. kelurahan rembang tahun anggaran 2019 REKLAS dr KDP Perencanaan 2014 Dan Review perencanaan tahun 201,44,2019,421261949,427.56,PEMDA,"Jl. Palem 18-8, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur 66135",20,1,B,TTK,BBTN,841,1001,AR
1716AS,C,Rehab Taman Plosokerep,2,2012,44750000,275.73,PEMDA,"Plosokerep, Sananwetan, Kota Blitar, Jawa Timur 66134",19,1,B,TTK,BBTN,841,1001,AS
1945AT,C,Bangunan TPST 3R DI TPA,8,2015,350988000,438.9,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BBTN,841,1003,AT
1513AU,C,Tungku Pembakaran di TPA,1,2010,229368000,518.34,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BBTN,841,1001,AU
2137AV,C,"Perencanaan, pembangunan pagar TPA, pengawasan TA 2017",18,2017,186770000,61,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1001,AV
1256AW,C,Bangunan TPA Gedog,2,2003,700000000,242,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,RR,TTK,BTN,841,1010,AW
1831AX,C,TPA Ngegong,1,2014,198650000,105.95,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1033,AX
1718AY,C,Pos Jaga TPA,3,2012,38700,50.26,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1030,AY
1641AZ,C,Landasan Kontener,3,2011,143210000,299.2,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1044,AZ
2474BA,C,"Perencanaan, pengawasan, pembangunan tanggul cell TPA TA 2019",40,2019,636404901,1016.9,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1001,BA
2474BB,C,Bangunan Tempat Parkir Alat Berat,40,2014,198000000,237.5,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BBTN,841,1001,BB
1887BC,C,Saluran Gas Methan Di TPA,1,2014,138600000,7.3,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171, Kota Blitar, Jawa Timur",16,1,B,TTK,BBTN,841,1045,BC
1887BD,C,Pemasangan Paving Area Pakir Dan Atap Tempat Cucian Kendaraan 0prs TPA,1,2014,62550000,1022.74,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BBTN,841,1045,BD
2082BE,C,TPA TA 2016,4,2016,5622844000,15534.9,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1008,BE
2082BF,C,"perencanaan, pembangunan, pengawasan rehab dan pemeliharaan bangunan TPA TA 2016 (Gapura, pos, hanggar, sumur lama,)",4,2016,108609000,52.93,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1008,BF
2002BG,C,Pembuatan Bronjong TPA,2,2015,412588000,0,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BBTN,841,1036,BG
2145BH,C,"Perencanaan, Pengawasan, pembangunan pagar kantor DLH kota blitar jln. pemuda soempono",20,2017,147703000,119.8,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,BH
2136BI,C,"Perencanaan, pembangunan Paving dan parkir, Pengawasan, kantor DLH jalan pemuda soempono-gedog-kec sananwetan tahun 2017",17,2017,343220000,595,PEMDA," Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,BI
2145BJ,C,Pembangunan Pagar Gedung kantor BLH Kota Blitar,20,2015,185010000,105,PEMDA,"Jl. Pemuda Sumpono No.75, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,BJ
1717BK,C,Pagar Keliling TPA,3,2012,190000000,405,PEMDA,"Jl. Teratai, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66171",16,1,B,TTK,BTN,841,1001,BK
2171BL,C,"Perencanaan, pengawasan, pembangunan atap TPS da resapan lindi di TPS karangsari TA 2017",26,2017,90960000,58.5,PEMDA,"Jl. Salak, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",2,3,B,TTK,BTN,841,1001,BL
2169BM,C,"Perncanaan, pengawasan, pembangunan atap dan resapan lindi di TPS ngadirejo TA 2017",24,2017,112035000,117,PEMDA,"Ngadirejo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66114",12,2,B,TTK,BTN,841,1001,BM
2172BN,C,"Perencanaan, pengawasan, pembangunan atap TPS BTN gedog TA 2017",27,2017,72470000,55,PEMDA,"Jl. Sriti, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,1001,BN
2170BO,C,"Perencanaan, pengawasan, pembangunan atap TPS Balapan TA 2017",25,2017,169440000,140.6,PEMDA,"Jl. Randu Agung 50-32, Turi, Kec. Sukorejo, Kota Blitar, Jawa Timur 66125",7,3,B,TTK,BTN,841,1001,BO
1832BP,C,TPS Karangtengah,1,2014,199000000,100.04,PEMDA,"Jl. Bali, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,841,1008,BP
2283BQ,C,"Perencanaan, pembangunan, pengawasan TPS di Kel. tlumpu TA 2018",33,2018,209565000,85,PEMDA,"Tlumpu, Kec. Sukorejo, Kota Blitar, Jawa Timur",6,3,B,TTK,BTN,841,1001,BQ
2286BR,C,"perencanaan, pembangunan, Pengawasan TPS di kel sentul TA 2018",36,2018,209291000,96,PEMDA,"Sentul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66113",13,2,B,TTK,BTN,841,1001,BR
2284BS,C,"perencanaan, pembangunan, pengawasanTPS di Kel tanggung TA 2018",34,2018,209991000,96,PEMDA,"Blitar, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66115",14,2,B,TTK,BTN,841,1001,BS
2285BT,C,"perencanaan, pembangunan, pengawasan TPS di Kel. karangtengah TA 2018",35,2018,210525000,73.8,PEMDA,"Jl. Karimata, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,841,1001,BT
2280BU,C,"perencanaan, pembangunan, pengawasanTPS di Kel Klampok TA 2018",30,2018,211233000,96.6,PEMDA,"Klampok, Kec. Sananwetan, Kota Blitar, Jawa Timur 66136",18,1,B,TTK,BTN,841,1001,BU
2571BV,C,"perencanaan, pengawasan pembuatan kanopi TPS Jl. A. Yani TA 2019 Bid PP sts 3.662.540",51,2019,79889572,109.72,PEMDA,"Jl. Kep.Seribu, Sananwetan, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",21,1,B,TTK,BTN,841,1001,BV
847967BW,C,"Jasa perencanaan, pengawasan pembangunan TPS Gedog di kel gedog TA 2020",3,2020,211177484,70,PEMDA,"Jl. Piere Tendean, Gedog, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",16,1,B,TTK,BTN,841,14218,BW
2344BX,C,"Perencanaan, pembangunan TPS di kelurahan blitar TA 2018, pengawasan",38,2018,128915000,65.57,PEMDA,"Blitar, Kec. Sukorejo, Kota Blitar, Jawa Timur 67126",1,3,B,TTK,BTN,841,1001,BX
847161BY,C,"Jasa perencanaan, pengawasan, pembangunan TPS Bendo TA",1,2020,211332113,83.2,PEMDA,"Jl. Kalibrantas, Bendo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66116",8,2,B,TTK,BTN,841,14218,BY
1832BZ,C,TPS Karangtengah,1,2014,199000000,73.8,PEMDA,"Blitar, Karangtengah, Kec. Sananwetan, Kota Blitar, Jawa Timur 66137",17,1,B,TTK,BTN,841,1008,BZ
2077CA,C,TPS Melati,3,2016,38600000,144.05,PEMDA,"Jl. Nasional III, Kepanjen Kidul, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",10,2,B,TTK,BTN,841,1008,CA
2491CB,C,"Perencanaan, pengawasan Pembangunan TPS di Kauman tahun anggaran 2019 sts 1.698.811,95 sts 94.000",6,2019,20232338,77,PEMDA,"Blitar, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BTN,841,1008,CB
2281CC,C,"Perencanaan, pembangunan pagar TPU Karangsari TA 2018, pengawasan",31,2018,106408000,259.6,PEMDA,"Blitar, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BTN,841,1001,CC
2473CD,C,"Perencanaan, pembangunan, Pengawasan pagar keliling makam bangsongan TA 2019 sts 5.836,788.90",39,2019,140380411,88.5,PEMDA,"Ngadirejo, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur",12,2,B,TTK,BTN,841,1001,CD
1639CE,C,Pembangunan Tpst Tanjungsari,1,2011,420000000,45,PEMDA,"Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BTN,841,1044,CE
1640CF,C,Pembangunan TPST Tanggung,2,2011,249725000,1958.4,PEMDA,"Jl. Wahid Hasyim, Tanggung, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66115",14,2,RB,TTK,BTN,841,1044,CF
2157CG,C,"Perencanaan, pembangunan pagar taman tanjungsari, pengawasan TA 2017",21,2017,545036000,305.5,PEMDA,"Jl. Kali Comal, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur",5,3,B,TTK,BTN,841,1001,CG
2282CH,C,"perencanaan, pembangunan, pengawasanTPS Plosokerep TA 2018",32,2018,215239000,78.75,PEMDA,"Plosokerep, Kec. Sananwetan, Kota Blitar, Jawa Timur",21,1,B,TTK,BTN,841,1001,CH
2282CI,C,Nilai perolehan CI satu anggaran dengan nilai perolehan CH,32,2018,215239000,51.8,PEMDA,"Jl. Kenari, Rembang, Kec. Sananwetan, Kota Blitar, Jawa Timur",20,1,B,TTK,BTN,841,1001,CI
1732CJ,C,Taman Hayati,4,2012,4950000,5464.2,PEMDA,"Jl. Kalibrantas, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BTN,841,1001,CJ
2120CK,C,Pembuatan Anjang-Anjang Jl Jeruk,10,2015,57300000,80,PEMDA,"Jl. Jeruk, Karangsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67125",2,3,B,TTK,BBTN,841,1003,CK
841010CL,C,"pembangunan Perencanaan, pengawasan pembuatan anjang-anjang TA 2020 kegiatan konservasi Sumber Daya Alam (kel. Pakunden 2 unit, Kel. sukorejo 2 unit, kel. kepkidul unit)",58,2020,67172457,21.15,PEMDA,"Jl. Jati Gg. I, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BBTN,841,1001,CL
841010CM,C,"pembangunan Perencanaan, pengawasan pembuatan anjang-anjang TA 2020 kegiatan konservasi Sumber Daya Alam (kel. Pakunden 2 unit, Kel. sukorejo 2 unit, kel. kepkidul unit)",58,2020,67172457,21.15,PEMDA,"Jl. Jati Gg. I, Sukorejo, Kec. Sukorejo, Kota Blitar, Jawa Timur 66121",4,3,B,TTK,BBTN,841,1001,CM
2483CN,C,"Perencanaan, pengawasan, pembangunan anjang-anjang tahun 2019 di 3 lokasi tanjungsari 2, perum wisma indah 1",41,2019,58509600,27.9,PEMDA,"Jl. Kali Glagah, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BBTN,841,1001,CN
2483CO,C,"Perencanaan, pengawasan, pembangunan anjang-anjang tahun 2019 di 3 lokasi tanjungsari 2, perum wisma indah 1",41,2019,58509600,22.5,PEMDA,"Jl. Kali Glagah, Tanjungsari, Kec. Sukorejo, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BBTN,841,1001,CO
2483CP,C,"Perencanaan, pengawasan, pembangunan anjang-anjang tahun 2019 di 3 lokasi tanjungsari 2, perum wisma indah 1",41,2019,58509600,27.9,PEMDA,"Jl. Nakulo, Kepanjen Lor, Kec. Kepanjenkidul, Kota Blitar, Jawa Timur 66117",11,2,B,TTK,BBTN,841,1001,CP
841010CQ,C,Nilai perolehan CQ satu anggaran dengan nilai perolehan CL,58,2020,67172457,27.9,PEMDA,"JL Asahan, Tanjungsari, Pakunden, Blitar, Kota Blitar, Jawa Timur 67122",5,3,B,TTK,BBTN,841,1001,CQ
